0.4,1.9,0.068269
0.4,2.2,0.021257
0.4,2.5,0.0049798
0.7,-2,-0.0079198
0.7,-1.7,-0.033837
0.7,-1.4,-0.10894
0.7,-1.1,-0.26349
0.7,-0.8,-0.47451
0.7,-0.5,-0.61942
0.7,-0.2,-0.5334
0.7,0.1,-0.16517
0.7,0.4,0.33141
0.7,0.7,0.69299
0.7,1,0.7545
0.7,1.3,0.56739
0.7,1.6,0.31313
0.7,1.9,0.12919
0.7,2.2,0.040095
0.7,2.5,0.0093821
1,-2,-0.0037224
1,-1.7,-0.015879
1,-1.4,-0.050902
1,-1.1,-0.12159
1,-0.8,-0.21104
1,-0.5,-0.24397
1,-0.2,-0.11157
1,0.1,0.23147
1,0.4,0.67366
1,0.7,0.9805
1,1,0.97947
1,1.3,0.71675
1,1.6,0.39187
1,1.9,0.16114
1,2.2,0.049955
1,2.5,0.011684
1.3,-2,-0.0012449
1.3,-1.7,-0.0052977
1.3,-1.4,-0.016865
1.3,-1.1,-0.039482
1.3,-0.8,-0.064298
1.3,-0.5,-0.056872
1.3,-0.2,0.035615
1.3,0.1,0.23942
1.3,0.4,0.49674
1.3,0.7,0.67111
1.3,1,0.65507
1.3,1.3,0.4756
1.3,1.6,0.25931
1.3,1.9,0.10653
1.3,2.2,0.033013
1.3,2.5,0.0077206
1.6,-2,-0.00030468
1.6,-1.7,-0.0013087
1.6,-1.4,-0.0042763
1.6,-1.1,-0.010774
1.6,-0.8,-0.021644
1.6,-0.5,-0.037164
1.6,-0.2,-0.059857
1.6,0.1,-0.093742
1.6,0.4,-0.13367
1.6,0.7,-0.15846
1.6,1,-0.14762
1.6,1.3,-0.10541
1.6,1.6,-0.057133
1.6,1.9,-0.023421
1.6,2.2,-0.0072527
1.6,2.5,-0.0016957
1.9,-2,-5.874e-05
1.9,-1.7,-0.00028444
1.9,-1.4,-0.0012191
1.9,-1.1,-0.005027
1.9,-0.8,-0.019854
1.9,-0.5,-0.068871
1.9,-0.2,-0.19358
1.9,0.1,-0.42248
1.9,0.4,-0.70335
1.9,0.7,-0.88723
1.9,1,-0.84596
1.9,1.3,-0.60916
1.9,1.6,-0.33116
1.9,1.9,-0.1359
1.9,2.2,-0.042101
1.9,2.5,-0.0098447
2.2,-2,-1.2232e-05
2.2,-1.7,-9.0988e-05
2.2,-1.4,-0.00064387
2.2,-1.1,-0.0039618
2.2,-0.8,-0.01963
2.2,-0.5,-0.075317
2.2,-0.2,-0.2202
2.2,0.1,-0.4876
2.2,0.4,-0.81602
2.2,0.7,-1.0313
2.2,1,-0.98398
2.2,1.3,-0.70872
2.2,1.6,-0.38532
2.2,1.9,-0.15813
2.2,2.2,-0.048987
2.2,2.5,-0.011455
2.5,-2,-4.1795e-06
2.5,-1.7,-4.4628e-05
2.5,-1.4,-0.00038628
2.5,-1.1,-0.0025965
2.5,-0.8,-0.013314
2.5,-0.5,-0.051731
2.5,-0.2,-0.15193
2.5,0.1,-0.33698
2.5,0.4,-0.56428
2.5,0.7,-0.7133
2.5,1,-0.68062
2.5,1.3,-0.49023
2.5,1.6,-0.26653
2.5,1.9,-0.10939
2.5,2.2,-0.033886
2.5,2.5,-0.0079239
